Structure [idcode]	label	fragment	type	risk
gOx@@drm\@@A`PZ~IX	t1	pattern	tumorigenic	high
daF@@@Rfu[j@@@LJSBinHG@	t1	pattern	tumorigenic	high
deU@@@yJUuRh@Jh@LNaLIagd\	t1	pattern	tumorigenic	high
gNxLL@aAABDfVZj@`	t1	pattern	tumorigenic	high
gGPB@DHHpQPaIUZdB	t1	pattern	tumorigenic	high
gGY@BDf^j`LBHmqF`	t1	pattern	tumorigenic	high
dazH@LAIUUjj@LJPj[nIF@	t1	pattern	tumorigenic	high
eMBCDRZCAKd`	t1	pattern	tumorigenic	high
gGQHJLQIUjdB	t1	pattern	tumorigenic	high
defD@B@TfUvZjf@H	t1	pattern	tumorigenic	high
eFA@HoBJFD\h	t1	pattern	tumorigenic	high
dayD@DpNRYWZj`C@lInxbT	t1	pattern	tumorigenic	high
gFt@AdiTvjhC@qF|Pp	t1	pattern	tumorigenic	high
gOtHLPDYHhckSM@XXI|a@	t1	pattern	tumorigenic	high
gNqBLIAREdGHIMmUTA@	t1	pattern	tumorigenic	high
eMXIDfP`	t1	pattern	tumorigenic	high
gJT@ADiVhPT	t1	pattern	tumorigenic	high
gGY@JDeVj`LJHl^R`	t1	pattern	tumorigenic	high
gCi@DDeZ@pTwH`	t1	pattern	tumorigenic	high
gNx@@eJmUPFCDVKyJ	t1	pattern	tumorigenic	high
gNxDLHaqBRjuU@P	t1	pattern	tumorigenic	high
gGP@DjVj`LKEc^P@	t1	pattern	tumorigenic	high
gNx`LFdjmUPFCDQkyL	t1	pattern	tumorigenic	high
fHbpAa@	t1	pattern	tumorigenic	high
didHPBBHFHRYgVzB@`@`	t1	pattern	tumorigenic	high
daD@P@bNbDfUzZ@B@B	t1	pattern	tumorigenic	high
daD@`@bDfUjZ@B@CB`SJ{dL	t1	pattern	tumorigenic	high
gCe@E`dsPFBV@	t1	pattern	tumorigenic	high
gOy@FDiguie`LMc^IL	t1	pattern	tumorigenic	high
daDh@DInAIf]nZiX@`	t1	pattern	tumorigenic	high
digH`LH^@HRf_ljfYh@ppBkbHH	t1	pattern	tumorigenic	high
daD@`@QDeeVz`@@B	t1	pattern	tumorigenic	high
gCahHlHRNtA@	t1	pattern	tumorigenic	high
gOxhMDOAJmZvjhC@xu|`@	t1	pattern	tumorigenic	high
daED`LJDCpRjw[fjj@LLinxfD	t1	pattern	tumorigenic	high
dcMDPLzfBHKpRUZvYvjZjh@`	t1	pattern	tumorigenic	high
deT@`@bLbdTJPsU@@@D	t1	pattern	tumorigenic	high
dcNH@DAIee^eVhHB@CCbine]yB@	t1	pattern	tumorigenic	high
gJX`DBdru@XKGdP	t1	pattern	tumorigenic	high
dif``DqnDHaIeYih@J@B	t1	pattern	tumorigenic	high
gOx@@drm\@@A`Pm^Hl	t1	pattern	tumorigenic	high
gCa`@ldsPFBV@	t1	pattern	tumorigenic	high
gNqhHl@cIICej`LD[rL	t1	pattern	tumorigenic	high
gO|HLV@aJY}ZYhB	t1	pattern	tumorigenic	high
gF}@LZDigVfXB	t1	pattern	tumorigenic	high
daE@@@aJyUnh@@@pXLJf{dP	t1	pattern	tumorigenic	high
dmN@@@RYVuiiV@@@@@`	t1	pattern	tumorigenic	high
gFx@@eJfuT`XEXwbD@	t1	pattern	tumorigenic	high
gFt@ADiWFZdCCPwdP	t1	pattern	tumorigenic	high
gGPhMQDIJmU@P	t1	pattern	tumorigenic	high
gNqHLHaIYzj`H	t1	pattern	tumorigenic	high
gNx`JBdr}UPFCDVKyJ	t1	pattern	tumorigenic	high
daF@`LBHRVU[j@@@H	t1	pattern	tumorigenic	high
gGX`HJeZuTA`Uc^R@	t1	pattern	tumorigenic	high
fHfpA@	t1	pattern	tumorigenic	high
gOy@FDfUkZj`LBl[rL	t1	pattern	tumorigenic	high
gGQ@@dluTA`Xm^HD	t1	pattern	tumorigenic	high
daz@@@Revjj`CAdpj[nHD@	t1	pattern	tumorigenic	high
diTD@@yJ]VaNFjjj@H	t1	pattern	tumorigenic	high
dmLL@@iTie]|kahHBh@LJPfE^QH	t1	pattern	tumorigenic	high
gOu@DPdrykURA`l~Q@	t1	pattern	tumorigenic	high
diT`@@rnRfUjEnBA``B	t1	pattern	tumorigenic	high
fHgHA@	t1	pattern	tumorigenic	high
did@@DjU^nBBD@LFaLiaxa\	t1	pattern	tumorigenic	high
eFACr`bLD	t1	pattern	tumorigenic	high
dcl`@@`nReeWZY]@``@@B	t1	pattern	tumorigenic	high
did@`@bDfYUn`HD@LFCBiny@`	t1	pattern	tumorigenic	high
dmv@`EBHrJJIHin`HFpHy`	t1	pattern	tumorigenic	high
gOq@@eL~mLlAal[qI`	t1	pattern	tumorigenic	high
deUH@DpDf^UFVh@@@pYLinGdR	t1	pattern	tumorigenic	high
deVH@IAJYW~F``H@LFSBinyD`	t1	pattern	tumorigenic	high
deV`@@rfyJWUlIifjBJh	t1	pattern	tumorigenic	high
dig@@@aDiyWaZ@@B@h	t1	pattern	tumorigenic	high
deWH@DJPRY[TYZ`@@B	t1	pattern	tumorigenic	high
eMBBHRZCAGe@	t1	pattern	tumorigenic	high
gNy@FDfUZk@pRwIP	t1	pattern	tumorigenic	high
diFL@LANRYufjf@H	t1	pattern	tumorigenic	high
gGU@E`dkMTAad[rP	t1	pattern	tumorigenic	high
dayH`Dr@|Djyfjh@`	t1	pattern	tumorigenic	high
gNtDLpDHHR[UjhB	t1	pattern	tumorigenic	high
gJXDL@aABS[TA``nKD	t1	pattern	tumorigenic	high
fHe`Aa@	t1	pattern	tumorigenic	high
gJQ@@drt`XI[dH	t1	pattern	tumorigenic	high
did@@DjU^nBBD@LNaLJfGd\	t1	pattern	tumorigenic	high
difH@FAIYU[fZj`CBlJnGdP	t1	pattern	tumorigenic	high
gJ]@HbDfZdB	t1	pattern	tumorigenic	high
die@@@EJf[XZjj`CChSBiny@`	t1	pattern	tumorigenic	high
dk^@@@RYWYVftx@H@@@H	t1	pattern	tumorigenic	high
eFA@H`bLFE\`	t1	pattern	tumorigenic	high
deTH@@RYWZf`@j@CC`SBhYyG@	t1	pattern	tumorigenic	high
gOu@JpeJymUTA@	t1	pattern	tumorigenic	high
dcN`@@pjYJYenk`Hbj@B	t1	pattern	tumorigenic	high
dmu@@@QIUYVUZh@@@pdDpfxYWdP	t1	pattern	tumorigenic	high
dmvH@NAIfUTUZBB@@p[BiaWdR	t1	pattern	tumorigenic	high
dkmH@NtDfYU_EZ``b`@`	t1	pattern	tumorigenic	high
dkmH@JTDeVVutvjh@@@`	t1	pattern	tumorigenic	high
dieH@DHLbbbaIjZjPB	t1	pattern	tumorigenic	high
fHaXA@	t1	pattern	tumorigenic	high
fHbHAa@	t1	pattern	tumorigenic	high
fHdXA@	t1	pattern	tumorigenic	high
foA@R@HHpx@QddebRfRpiFlm@@@P@A@	t1	pattern	tumorigenic	high
f`i@@@LdbbRRlRSI\D{qAHT@D@@P	t1	pattern	tumorigenic	high
gNq`@VdsMUPFCDQkyL	t1	pattern	tumorigenic	high
flmA@@@YEEHdcLdddSdmV]EKUUSU@E@@D	t1	pattern	tumorigenic	high
ffsA`@@YkdTTbRLrTrVRIrRkNbejjjj@Bfh@B	t1	pattern	tumorigenic	high
daE@@@yIe^f`@`@pILJnHG@	t1	pattern	tumorigenic	high
feg@`@@SrJIJYYQQJQZqYTYzH\uUKMUUUUUPDLiVEPPQbgARtYw`qSdmV}gr@p	t1	pattern	tumorigenic	high
dcMH@HdDf[W[ai@Bh@H	t1	pattern	tumorigenic	high
fc@H@@JbdoU{RYfYU_uyYubc^\D\vi@H@BjjjhH@H	t1	pattern	tumorigenic	high
fb}A@@@YEDeMDhTihjLUiwhyZZjjjjjh@LKHqPTeZMYpTyxcdP	t1	pattern	tumorigenic	high
fnk@P@@FbuIefYZWz^`mA|gMVfjjjjjjj@B	t1	pattern	tumorigenic	high
dmLH@@rJJIQEneX@@@@CA`iae^Ig@	t1	pattern	tumorigenic	high
fleA@@@YDddhiiDdYipTtsUUUSTABHe@	t1	pattern	tumorigenic	high
dk|@@LdbbbRQKauS`@`@`@H	t1	pattern	tumorigenic	high
fjc@`@@ERYYefUez\UyvPiZZjjjjjj@CCrLTXJVcV]zJ\ey@H	t1	pattern	tumorigenic	high
fjc@`@@JrJIJZJJUJZJcMF|EIVfjjjjjj`@`	t1	pattern	tumorigenic	high
ffsA`@@VkdTRTtRabrTRhqQoARUijjijjjj@B	t1	pattern	tumorigenic	high
die@@@aJyW[f@B@CBlJfGdP	t1	pattern	tumorigenic	high
deT`@@`YRnUunX@I@B	t1	pattern	tumorigenic	high
dmL@@DjYeVdU@@`@@H	t1	pattern	tumorigenic	high
fgA`@@@YIEDeDUfJxHujjhHB`@LNPQbgIZxQbcV@	t1	pattern	tumorigenic	high
f`ia@@E@Rfume]gEF]z`@jjhh@H	t1	pattern	tumorigenic	high
foQ`@@@YIEDeDTdpWEF]UUAAE@@P	t1	pattern	tumorigenic	high
dcnH@EAJ[UU[ev`@jb@LFPje]xfB	t1	pattern	tumorigenic	high
dcnH@MAJ[UU[ev`@jb@LFPjE]xfR	t1	pattern	tumorigenic	high
fjc@`@@ErJIJZIPiSQJcEZ]zNVfjjjjjj`@p\cENBdkQkNBgODQJ	t1	pattern	tumorigenic	high
fb}A@@@ILk[Kk\tyKSoQsUSUMUUUP@XN`cEFBdhugASgb@Q@	t1	pattern	tumorigenic	high
fb}@@@LdbbTbrNTtWEBt{t\sMUUUUUT@D	t1	pattern	tumorigenic	high
dg\L@@{\dTrTRtKCPAET`A@	t1	pattern	tumorigenic	high
gOtHLPDISKWSU@XDJodH	t1	pattern	tumorigenic	high
dknH@ECHhheLcFz@`jh@H	t1	pattern	tumorigenic	high
gJP@DknhCCSGdP	t1	pattern	tumorigenic	high
dcLh@LKaCIELeBhwT@ET@D	t1	pattern	tumorigenic	high
dmv@@@RfUYyZBB`@LAALInF^IR`	t1	pattern	tumorigenic	high
fgA@@@DjYU_VByHu`@@@@@@LIXISdeZM[dD@	t1	pattern	tumorigenic	high
didD@@yIfVXXBH@C@`[axfT	t1	pattern	tumorigenic	high
gCa@@dmHFBVxa@	t1	pattern	tumorigenic	high
daxL`HS@\DjeZjh@`	t1	pattern	tumorigenic	high
gNphH`xITkUTA@	t1	pattern	tumorigenic	high
daGH@Dp`RYeifjf@H	t1	pattern	tumorigenic	high
dgH`LKU@HrQQSIJHyTgSA@qP@P	t1	pattern	tumorigenic	high
dev@@@RfUJxZA@h@LFAB[iyE@	t1	pattern	tumorigenic	high
gOqHJ@aJUcZZhB	t1	pattern	tumorigenic	high
daF@@@Rfu[j@@@LFALJfyG@	t1	pattern	tumorigenic	high
dieH@NDDfUvf`@d@H	t1	pattern	tumorigenic	high
gFx`LDdrfmU@XHwdp	t1	pattern	tumorigenic	high
gNuhJxl@cIIJej`H	t1	pattern	tumorigenic	high
difD@JAdiWTjjjj@H	t1	pattern	tumorigenic	high
gGT`DQTfuiaMXIWdp	t1	pattern	tumorigenic	high
ffcAp@@DEiNZyEEEMDihbdiVBMzIViBb@@hh@@pTQVcV]ENZ`	t1	pattern	tumorigenic	high
do^H@DAIeV}YZfifdLIFU`	t1	pattern	tumorigenic	high
dgH@LiPRUYYWESnj@@@@@`	t1	pattern	tumorigenic	high
foAQ`@DD@irSLwN~QakMUPHE@@XLpJVcNx`g@	t1	pattern	tumorigenic	high
dg}D@DHERYfywIcmjjA@`@p[AgSobEp	t1	pattern	tumorigenic	high
dieD@DHNRY[Rijih@pSFybDH	t1	pattern	tumorigenic	high
dg}D`Ad{BHRYVuUiev@BffH@pXDrmob\H	t1	pattern	tumorigenic	high
foAPb@ARlxDPdrmkKtXht@EMSD@D	t1	pattern	tumorigenic	high
dclD@@[HhheBeSKkTp@P@P	t1	pattern	tumorigenic	high
dcNH@MAJ[WY[j@Bg@B	t1	pattern	tumorigenic	high
f`qA@@@ISZzljscoT@Dp@@B@kARLDhsQkN}q@i@	t1	pattern	tumorigenic	high
fbmpB@NV|@HRfYe]WnirQmN@@@@bj`@@pt@cAJLxLTy@	t1	pattern	tumorigenic	high
dg}L@LhDWHheDbhdSG[UTtuHQu@	t1	pattern	tumorigenic	high
dmLH@@rJJIQEneX@@@@CC`rfFUyG@	t1	pattern	tumorigenic	high
fbmPb@FRTX@QdbdTjRtrbRps`dyjjjYh@J@@pLAAJ\e[pXisrF@	t1	pattern	tumorigenic	high
gJ]@EbDeVdCBKba@	t1	pattern	tumorigenic	high
dcl@@DjYU_egX@@@@@pELJae]xc\	t1	pattern	tumorigenic	high
gJP@Di[xCBGdp	t1	pattern	tumorigenic	high
ffsA`@@IkdbfbTTTTRtwxkW`ecfjjBjHjJb@B	t1	pattern	tumorigenic	high
gJYhMDPDYIBm@P	t1	pattern	tumorigenic	high
dmM@@@iJYWWJxYB@j@CBbiiWdH	t1	pattern	tumorigenic	high
daD@@DjYvxH`@CCLJnXc\	t1	pattern	tumorigenic	high
dg^@@@rQQQIIRcmAPTT@D	t1	pattern	tumorigenic	high
diV@`J@HRfU|kahDB@CB`PfGd\	t1	pattern	tumorigenic	high
dmL``LXU@HRfvUxYV`HFH@pHDj^Ph	t1	pattern	tumorigenic	high
gC`DADJHRZhCCBKdp	t1	pattern	tumorigenic	high
dmtH@@RYWYih@Jh@LAALJnE^QH	t1	pattern	tumorigenic	high
dmtH@@RYWUih@Jh@LNALJiWb\H	t1	pattern	tumorigenic	high
deUD@DhFrJIJHusUMT@XDf]OHD	t1	pattern	tumorigenic	high
dg}@@@aJVYU^Svv`@@@@`K@Z[ae]ObEX	t1	pattern	tumorigenic	high
dmwH@DePRUe]xV`@d@H	t1	pattern	tumorigenic	high
dcO@@@b\dtTRJgBpDEP@P	t1	pattern	tumorigenic	high
daD@@DjYvxH`@C@linxbD	t1	pattern	tumorigenic	high
gJX`BDdru@XS\a@	t1	pattern	tumorigenic	high
die@@@aJyW[f@B@C@lJfxdB	t1	pattern	tumorigenic	high
did@`@bDfYUn`HH@LFCBiayG@	t1	pattern	tumorigenic	high
foAPB@NBADILkjrmFV]@AL@@@ar`	t1	pattern	tumorigenic	high
deUH@BxLbbbRKCA@d@D	t1	pattern	tumorigenic	high
dk}@@@iJUmUR[atpBJ@@@CChPiWSyE@	t1	pattern	tumorigenic	high
deUD`LjD@HrREQICJt@@@XUc\L|`@	t1	pattern	tumorigenic	high
dmuD`IVD@HrRFIKKaV@BP@`	t1	pattern	tumorigenic	high
dmtD`ATIAIe]Vf`@jP@pILJnIt`	t1	pattern	tumorigenic	high
gGP`@deUjpLI^JX	t1	pattern	tumorigenic	high
dmvD@LADfvUYUjjj`B	t1	pattern	tumorigenic	high
dcND`MEPdDfUuZf`@jX@H	t1	pattern	tumorigenic	high
fjc@`@@HRUe[Vun^Bt[pTeZ@Bjjjhj@CBqJ\dkQkN}GI^H`d	t1	pattern	tumorigenic	high
fnk@`@@HRYVum[VydjshiJuj`@jjjjJ`@`	t1	pattern	tumorigenic	high
fa{@P@@HkwHdhdididihdUpVc^BdkP@UUUUTeP@P	t1	pattern	tumorigenic	high
fjcAB@C@bLbbbRdRbLJbXJUoQRVejjfjjjh@LG@pQ`iJuYpXyKrBP	t1	pattern	tumorigenic	high
fb}A@@@ILk[Kk\tyKSoQruSUUUUUP@P	t1	pattern	tumorigenic	high
fjcP@@@FrQQQQII[FIJgIVt{IP@@@``@@@@`	t1	pattern	tumorigenic	high
daD@@DjUZxHH@CAL[ePaUp	t1	pattern	tumorigenic	high
dcNH`BpHaI[fuWZZ`@@B	t1	pattern	tumorigenic	high
dcND@DCdefV]]Z`b@@H	t1	pattern	tumorigenic	high
gJQDD@b^BRkTA@	t1	pattern	tumorigenic	high
dg|@P@bEbLbbbTRRKR]pP@P@@D	t1	pattern	tumorigenic	high
foA@A@@QChaIe]YWhpuh@J@B@@LE@Q`eIJtYwH\@	t1	pattern	tumorigenic	high
foA@@@DjYUgWfiF`XJbh`@`	t1	pattern	tumorigenic	high
deTL`HS@BLddlRPrm@@@FETwCOHp	t1	pattern	tumorigenic	high
gOx@@eLmXD@A`Uc^Q`	t1	pattern	tumorigenic	high
dclD@@EJY}erevfVfiBJX	t1	pattern	tumorigenic	high
dcNH@DAIge]FVh@I@B	t1	pattern	tumorigenic	high
foA`@@@ILkjrmFV]@AL@@@arptcAJ\DkQkNy@@	t1	pattern	tumorigenic	high
f`qqa@FF}Sf`RBICHiMEMCEmPUgUUUSKT@D	t1	pattern	tumorigenic	high
dg}@@@aJVYU^Svv`@@@@`K@Rine]obBX	t1	pattern	tumorigenic	high
dg}@@@aJyeg_eNvB@@@@B	t1	pattern	tumorigenic	high
dmND@LAdige\jUifZi@H	t1	pattern	tumorigenic	high
gKP@H~Jj`LEcqQ@	t1	pattern	tumorigenic	high
didD@@QIenifjj`B	t1	pattern	tumorigenic	high
dklD@@QIVVU}MjlH@@H	t1	pattern	tumorigenic	high
f`q@`@@HRUfYU_Sk^Zh@@@@@H	t1	pattern	tumorigenic	high
deVD@BADfVuFVh@@@`	t1	pattern	tumorigenic	high
dmwH@HePRYm]xZ`@d@H	t1	pattern	tumorigenic	high
f`qP@@@^RYWUe^cKN`@f@B@DNT	t1	pattern	tumorigenic	high
ffsA`@@VkdTRTtRabrTRhqQoARUiZjijjjj@CArLTxJRcN}GIZ|`d	t1	pattern	tumorigenic	high
gNy`DBtf]Zi@`	t1	pattern	tumorigenic	high
deV@pJBPRPrPrJPqICMT@@@^DwCH	t1	pattern	tumorigenic	high
faw@@@LdbbbbbbeeRRwMB]Jq`y[Wh@@@@@@@@@@A@	t1	pattern	tumorigenic	high
dmN@@@rQQJJFfEP@@`@B	t1	pattern	tumorigenic	high
dmN@@@RfV_kad@@B@@`	t1	pattern	tumorigenic	high
dco@@@g\dTRbtM\J`@AB@A@	t1	pattern	tumorigenic	high
fdep@@@PheL}sJkxiXOhsUP@@@`@D	t1	pattern	tumorigenic	high
fhiP@@@ARVUue]Yrsn@B`@l@@`	t1	pattern	tumorigenic	high
dcn@@@RfV]zXU@@BD@CCdJnFUyF`	t1	pattern	tumorigenic	high
fbmP@@@IRfV]}e]hpR`q@@BF@B`@PUP	t1	pattern	tumorigenic	high
deWH@DJ`RYYTfZij`B	t1	pattern	tumorigenic	high
fb}@`@@YRYVum[ehrRkNBejfjjjjj`@`	t1	pattern	tumorigenic	high
dk~H@NAJUmmRkatzVd@J@B	t1	pattern	tumorigenic	high
dklD@@IIf]vVzB@jh@LICBkagSyB`	t1	pattern	tumorigenic	high
fbuA@@@ISZ{Ll{lxgM@AMTD@@HBh	t1	pattern	tumorigenic	high
daF@@@RYe[hB@@LBpj[bAp	t1	pattern	tumorigenic	high
dco@@@bdigyWJWYj`@P@pYLKawbRh	t1	pattern	tumorigenic	high
daGD@Bi`QInUnZZX@`	t1	pattern	tumorigenic	high
dkmD@DpJRY{e]]Zf@B@B	t1	pattern	tumorigenic	high
daDH@@RZW[jii@H	t1	pattern	tumorigenic	high
dazL`FaL@HrRRiKUPA`VEW\a`	t1	pattern	tumorigenic	high
daG@@@[diWRh@I@C@hSByG@	t1	pattern	tumorigenic	high
digH`LJn@HRf_ljfYh@ppBGdH	t1	pattern	tumorigenic	high
dmL@`@bLbbbTQ[iV@@@@@`	t1	pattern	tumorigenic	high
deVD@DCdfV[hVjfh@piJXYyF@	t1	pattern	tumorigenic	high
daDH@@RYe[hB@@LJCBinQp	t1	pattern	tumorigenic	high
foAPR@JLIIS`UbSLzmnsakTmTuUP@X\Ab`mV]rA`	t1	pattern	tumorigenic	high
dcmH@NDLbbbTVKCJm@dE@A@	t1	pattern	tumorigenic	high
dg~H@FAIfU{TYNz``@@@B	t1	pattern	tumorigenic	high
dklF@@sittieY_hZjjjh@pfBinF]ObHh	t1	pattern	tumorigenic	high
dcLH@@RfUWnf``R`@pyBinW^Id`	t1	pattern	tumorigenic	high
do|H@@rQQIIZHkihHDjd@H	t1	pattern	tumorigenic	high
do~L`MaL@HrRPjIIKISVhHHh@H	t1	pattern	tumorigenic	high
dg]LPElYLHc`cHhdliBiSP@Rtp@XLBXUKrK@	t1	pattern	tumorigenic	high
dcNH`LdHaIUe[EZh@b@B	t1	pattern	tumorigenic	high
dk|H@@RfYU_JGUN`@@B@@pxfzUt~PH	t1	pattern	tumorigenic	high
dklH`I@HRYeuin`HJj@B	t1	pattern	tumorigenic	high
fdyQR@FJtZwh`BLdTbbJTRlvF\eUUULsU@AaHBLDiqQ`|aD	t1	pattern	tumorigenic	high
dmu@pNTIAICICHiCDeafj@B@CAJ[bBh	t1	pattern	tumorigenic	high
dkmHpNTpdDdLdLbdLRRrFZh@JP@`	t1	pattern	tumorigenic	high
dkoL`LhXPpBLdaTRbQeUhBBP@`	t1	pattern	tumorigenic	high
fdy`a@BRlBHcDYEEDehXhlfB|FBBFB@`@B	t1	pattern	tumorigenic	high
fb}A@@@YEDeMDhTihjLUiwhyZZjjjjjd@H	t1	pattern	tumorigenic	high
dco@@@rldTRTJU\naA@@@A`Prn|qLX	t1	pattern	tumorigenic	high
f`qA@@@IMKMjoiuoUV@@@@@D	t1	pattern	tumorigenic	high
flm`@@@YHhhhhdhb]RRkFCzH@@@@@P@@D	t1	pattern	tumorigenic	high
dg\L`AWPbDfUv{ZZ@Bij@B	t1	pattern	tumorigenic	high
dg|H`KBHRYWYWimN@B@B@@`	t1	pattern	tumorigenic	high
daF@@@RYVih@H@LBSJ{b@p	t1	pattern	tumorigenic	high
deTD@@QIVYQehB@@LBinGbQH	t1	pattern	tumorigenic	high
deTD`NDHaIfVVfBA`@LJCJX^QH	t1	pattern	tumorigenic	high
eMhDRZCAKd`	t1	pattern	tumorigenic	high
deU@@@cIMDeBwL@E@A@	t1	pattern	tumorigenic	high
daG@`D[`bDfUZZ@B@CA@sbEp	t1	pattern	tumorigenic	high
dcMDPDy]BHXHRYV}jz@Hi`@`	t1	pattern	tumorigenic	high
dmt@@DjYZVTHbh@CBdxYWfES@	t1	pattern	tumorigenic	high
dev@@@Re[TjFP@@@@LFaFxYyA@	t1	pattern	tumorigenic	high
gOpHADILkW@@@XHWaVK@	t1	pattern	tumorigenic	high
dmv@HBBHFPfPVPRYUzih@Jh@H	t1	pattern	tumorigenic	high
fhy@`@@\RYee~uYrVoAZA``@H@@pI`uo\YPTmNB	t1	pattern	tumorigenic	high
dk\L@@{\bbbTQr[iUhF@j@CALOaTpr	t1	pattern	tumorigenic	high
foA@P@@\ekHhheECEf\TYhFHbh@B	t1	pattern	tumorigenic	high
foA@P@@\d[HhheELiVRUYhFHhh@CCFMNyabk@	t1	pattern	tumorigenic	high
foA@P@@\T[HhheDXef\eihFBJh@B	t1	pattern	tumorigenic	high
fj}@P@@\tEIfVWnU]YrQdeZA`hB`b@@H	t1	pattern	tumorigenic	high
fj}@P@@\ueIfVWn]}YrQhiZA`hB@j@@H	t1	pattern	tumorigenic	high
fj}@P@@\MeIfVWVu}YrVhiZA`bB@j@@H	t1	pattern	tumorigenic	high
dmL@@DjYUVGi@@@`@LFrnFUxbD	t1	pattern	tumorigenic	high
dclH@@RfumVy]h@@@@CCdpfE]yD`	t1	pattern	tumorigenic	high
dmMH@HxLbbbTQ[iV@@@@@`	t1	pattern	tumorigenic	high
deVH@HCHiEBdLuP@@A@	t1	pattern	tumorigenic	high
foA@b@HH@DYIHXeEhbkUgKPP@@@@P	t1	pattern	tumorigenic	high
gJU@LPdjt`XQ\TH	t1	pattern	tumorigenic	high
deUH@JDDinUzZBA@@`	t1	pattern	tumorigenic	high
dclD@@IJ]YWaIVj`@h@H	t1	pattern	tumorigenic	high
gNpXHlQxIUZuTAaGqF`	t1	pattern	tumorigenic	high
diDB`HSBCpRjuVji@H	t1	pattern	tumorigenic	high
f`a`R@LPP{p@cIIBhddbhhruAADp@F@jLxJRm^yC@	t1	pattern	tumorigenic	high
dk]@`FD@aJY}e\kSif`@`@`	t1	pattern	tumorigenic	high
foA@B@@QBRsLjnjqgSP@@@@@P	t1	pattern	tumorigenic	high
dmtH`IBHRUe]xY`@hBH\F@j[exdH	t1	pattern	tumorigenic	high
fhiAB@O@bDfYUg_QZlzdH@@J@DDL	t1	pattern	tumorigenic	high
fhi@`@@HRYyWVUEKpVh@J@@@@pebcNBMYwnHTD	t1	pattern	tumorigenic	high
fjm@P@@HceIge]YWVEKpVh@J@Bf@@H	t1	pattern	tumorigenic	high
dmt@@DkYV~Gh@J@B	t1	pattern	tumorigenic	high
fjm@h@@XDkSoQRWIEEDhdicDXZRcfjjjjjjj@CBLDDhs`iJtYw`irWdK@	t1	pattern	tumorigenic	high
fleab@OPQD@QddabbRRvrbkF\m@@@EL@@XJhs`iJt[r^P\	t1	pattern	tumorigenic	high
fbuQb@OA`aH@cIICEDdelehjqgKP@@ATp@A@	t1	pattern	tumorigenic	high
dkld`LWSa@BLddlRVRFUh@JP@`	t1	pattern	tumorigenic	high
dg}H`AfpbDfUmYZYS`@ijR@LJALh~Iv`	t1	pattern	tumorigenic	high
eFJHSHp^I@	t1	pattern	tumorigenic	high
gOpH@fILkW@@@P	t1	pattern	tumorigenic	high
gJPhI`fIKTpD	t1	pattern	tumorigenic	high
daE@@@aJyUnX@@@ppj{fQc@	t1	pattern	tumorigenic	high
dmvDPLa@BNdLddlTVeUhH@@LBqagdJ	t1	pattern	tumorigenic	high
dcnH@LCIEDUDeeKmLuUT@P	t1	pattern	tumorigenic	high
daFD@LADfyVyjj`C@binyB@	t1	pattern	tumorigenic	high
dcnD@BCTfYVuiEX@@B@@`	t1	pattern	tumorigenic	high
gC`LADJPt`duPFDGI@	t1	pattern	tumorigenic	high
eMACDXaIhH	t1	pattern	tumorigenic	high
eMACD\QIhH	t1	pattern	tumorigenic	high
eMBBlRZCAKd`	t1	pattern	tumorigenic	high
eFJHAHhP	t1	pattern	tumorigenic	high
eM`AIdLF^P	t1	pattern	tumorigenic	high
fHbXAa@	t1	pattern	tumorigenic	high
eMBCDRZCAGe@	t1	pattern	tumorigenic	high
gJQdEbOBRD_M@P	t1	pattern	tumorigenic	high
gChHHDQIj`H	t1	pattern	tumorigenic	high
daD@@DjUZxHD@@	m3	mol	mutagenic	high
daD@@DjUZxHH@@	m3	mol	mutagenic	high
daD@@DjWzXHB@@	m3	mol	mutagenic	high
daD@P@bBbDfYvzB@@@	m3	mol	mutagenic	high
daD@P@bFbDfUjz@H@@	m3	mol	mutagenic	high
daD@P@bNbDfUzZ@B@@	m3	mol	mutagenic	high
daD@P@qFbDfUjz@H@@	m3	mol	mutagenic	high
daD@P@qNbDfUzZ@B@@	m3	mol	mutagenic	high
daD@P@qNqDfUzZ@B@@	m3	mol	mutagenic	high
daD@`@bDfUzZ@B@@	m3	mol	mutagenic	high
daD@`@qDeeVz`@@@	m3	mol	mutagenic	high
daDB`HSJCprRRsTsUU@@	m3	mol	mutagenic	high
daDD@@IIf]nZYX@@	m3	mol	mutagenic	high
daDD@@IIf]nZZh@@	m3	mol	mutagenic	high
daDD@@IIf]n``@@@	m3	mol	mutagenic	high
daDD@@IIf^fZfh@@	m3	mol	mutagenic	high
daDD@@IIfunZfd@@	m3	mol	mutagenic	high
daDD@@QIeUnZjh@@	m3	mol	mutagenic	high
daDD@@YIeZn`B@@@	m3	mol	mutagenic	high
daDD@@qJYfnjjh@@	m3	mol	mutagenic	high
daDD@@yIe^fZVX@@	m3	mol	mutagenic	high
daDD@@yIe^f`@`@@	m3	mol	mutagenic	high
daDH@@RVU[f@@@@	m3	mol	mutagenic	high
daDH@@RVU[j@@@@	m3	mol	mutagenic	high
daDH@@RYVih@H@@	m3	mol	mutagenic	high
daDH@@RYWih@H@@	m3	mol	mutagenic	high
daDH@@RYe[hB@@@	m3	mol	mutagenic	high
daDH@@Rfu[j@@@@	m3	mol	mutagenic	high
